Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,size
29708,0.31,Ideal,G,VVS2,61.4,56.0,707,4.35,4.38,2.68,51.062039999999996
29709,0.31,Premium,G,VVS2,61.5,58.0,707,4.31,4.34,2.66,49.756364
29710,0.31,Ideal,H,VVS1,62.2,56.0,707,4.34,4.37,2.71,51.397318000000006
29711,0.31,Ideal,G,VVS2,62.4,56.0,707,4.31,4.35,2.7,50.62094999999999
29712,0.31,Good,G,VVS2,63.3,57.0,707,4.28,4.31,2.72,50.175296
29713,0.31,Good,H,VVS1,63.3,56.0,707,4.3,4.32,2.73,50.71248
29714,0.31,Ideal,G,VVS2,62.7,57.0,707,4.31,4.34,2.71,50.69163399999999
29715,0.31,Very Good,H,VVS1,61.9,58.0,707,4.32,4.34,2.68,50.246784
29716,0.31,Good,G,VVS2,63.2,58.0,707,4.26,4.32,2.71,49.872672
29717,0.31,Ideal,G,VVS2,61.9,55.0,707,4.33,4.36,2.69,50.783972000000006
29718,0.31,Ideal,G,VVS2,62.4,56.0,707,4.33,4.36,2.71,51.161548
29719,0.31,Ideal,G,VVS2,62.7,57.0,707,4.31,4.33,2.71,50.574833
29720,0.31,Good,G,VVS2,63.8,56.0,707,4.24,4.28,2.72,49.36038400000001
29721,0.31,Ideal,H,VVS1,61.5,56.0,707,4.34,4.38,2.68,50.944656
29722,0.31,Good,H,VVS1,63.3,58.0,707,4.28,4.32,2.72,50.29171200000001
29723,0.31,Very Good,G,VVS2,62.1,56.0,707,4.27,4.33,2.67,49.36589699999999
29724,0.31,Premium,H,VVS1,61.8,58.0,707,4.3,4.34,2.67,49.82754
29725,0.31,Premium,H,VVS1,62.6,58.0,707,4.29,4.33,2.7,50.15439000000001
29726,0.31,Premium,H,VVS1,60.5,58.0,707,4.4,4.43,2.67,52.04364
29727,0.31,Ideal,H,VVS1,62.7,54.0,707,4.33,4.38,2.73,51.775541999999994
29728,0.31,Ideal,G,VVS2,61.8,56.0,707,4.31,4.36,2.68,50.361488
29729,0.31,Very Good,G,VVS2,62.9,58.0,707,4.28,4.3,2.7,49.6908
29730,0.31,Good,H,VVS1,63.1,57.0,707,4.25,4.31,2.7,49.45725
29731,0.31,Ideal,H,VVS1,61.8,57.0,707,4.32,4.35,2.68,50.362559999999995
29732,0.31,Premium,H,VVS1,60.6,59.0,707,4.36,4.38,2.65,50.60652
29733,0.31,Very Good,G,VVS2,62.9,58.0,707,4.27,4.31,2.7,49.689989999999995
29734,0.41,Good,D,SI1,63.4,56.0,707,4.73,4.76,3.01,67.769548
29735,0.4,Very Good,D,SI1,60.0,56.0,708,4.82,4.85,2.9,67.79329999999999
29736,0.32,Ideal,G,VVS2,61.6,55.0,708,4.4,4.43,2.72,53.018240000000006
29737,0.32,Ideal,G,VVS2,62.0,54.0,708,4.39,4.42,2.73,52.97237399999999
29738,0.32,Ideal,G,VVS2,62.0,56.0,708,4.41,4.43,2.74,53.52946200000001
29739,0.32,Ideal,G,VVS2,62.1,54.0,708,4.4,4.42,2.74,53.28752000000001
29740,0.32,Ideal,G,VVS2,61.6,56.0,708,4.42,4.44,2.73,53.575704
29741,0.32,Ideal,H,VVS1,61.2,56.0,708,4.44,4.48,2.73,54.302976000000015
29742,0.32,Ideal,H,VVS1,61.6,54.0,708,4.42,4.45,2.73,53.69637
29743,0.32,Ideal,H,VVS1,61.9,54.0,708,4.4,4.42,2.73,53.09304
29744,0.32,Ideal,H,VVS1,61.3,56.0,708,4.41,4.43,2.71,52.943373
29745,0.32,Ideal,H,VVS1,62.0,54.0,708,4.39,4.42,2.73,52.97237399999999
29746,0.32,Ideal,H,VVS1,62.0,55.0,708,4.42,4.45,2.75,54.08975
29747,0.43,Ideal,J,SI1,61.9,54.0,708,4.88,4.84,3.01,71.093792
29748,0.37,Premium,G,SI1,62.1,60.0,708,4.61,4.54,2.84,59.439496
29749,0.37,Premium,G,SI1,60.0,57.0,708,4.7,4.67,2.81,61.67669000000001
29750,0.36,Very Good,F,VS2,63.1,57.0,708,4.53,4.51,2.85,58.226355
29751,0.31,Very Good,D,VS1,63.7,58.0,709,4.27,4.3,2.73,50.12552999999999
29752,0.39,Very Good,G,SI1,61.7,59.4,709,4.65,4.7,2.88,62.942400000000006
29753,0.45,Ideal,G,SI2,61.9,54.0,709,4.91,4.95,3.05,74.128725
29754,0.35,Ideal,I,VS1,60.9,57.0,709,4.59,4.54,2.78,57.931307999999994
29755,0.3,Premium,D,SI1,62.6,59.0,709,4.27,4.23,2.66,48.04518600000001
29756,0.3,Premium,D,SI1,63.0,58.0,709,4.27,4.24,2.68,48.520863999999996
29757,0.3,Premium,D,SI1,62.6,56.0,709,4.29,4.24,2.67,48.56623200000001
29758,0.3,Premium,D,SI1,62.5,58.0,709,4.31,4.27,2.68,49.321915999999995
29759,0.3,Ideal,D,SI1,62.0,56.0,709,4.34,4.3,2.68,50.01416
29760,0.42,Premium,I,SI2,61.5,59.0,709,4.84,4.78,2.96,68.480192
29761,0.35,Premium,I,VS1,61.8,58.0,709,4.53,4.5,2.79,56.87415000000001
29762,0.35,Premium,I,VS1,61.1,60.0,709,4.58,4.52,2.78,57.550447999999996
29763,0.35,Premium,I,VS1,60.7,62.0,709,4.59,4.53,2.77,57.595779
29764,0.35,Ideal,I,VS1,61.6,56.0,709,4.58,4.54,2.81,58.428892
29765,0.35,Premium,H,VS2,61.8,56.0,709,4.58,4.54,2.82,58.63682399999999
29766,0.35,Premium,H,VS2,59.6,62.0,709,4.62,4.57,2.74,57.85071600000001
29767,0.3,Ideal,I,VVS1,61.9,57.0,709,4.35,4.31,2.68,50.245979999999996
29768,0.3,Premium,I,VVS1,60.5,60.0,709,4.34,4.32,2.62,49.121856
29769,0.3,Ideal,I,VVS1,61.1,57.0,709,4.36,4.32,2.65,49.91328000000001
29770,0.3,Premium,I,VVS1,62.2,58.0,709,4.31,4.28,2.67,49.252956
29771,0.3,Ideal,I,VVS1,62.4,56.0,709,4.32,4.3,2.69,49.96944
29772,0.3,Ideal,I,VVS1,62.1,56.0,709,4.33,4.3,2.68,49.898920000000004
29773,0.3,Premium,I,VVS1,61.1,59.0,709,4.33,4.31,2.64,49.268471999999996
29774,0.3,Ideal,I,VVS1,61.3,57.0,709,4.34,4.31,2.65,49.569309999999994
29775,0.3,Very Good,I,VVS1,63.1,57.0,709,4.29,4.27,2.7,49.45941
29776,0.3,Ideal,I,VVS1,62.3,55.0,709,4.29,4.28,2.67,49.024404
29777,0.3,Premium,I,VVS1,62.8,59.0,709,4.29,4.24,2.68,48.74812800000001
29778,0.3,Premium,I,VVS1,62.6,60.0,709,4.28,4.25,2.67,48.5673
29779,0.3,Premium,I,VVS1,61.2,60.0,709,4.29,4.27,2.62,47.993945999999994
29780,0.3,Good,I,VVS1,63.8,56.0,709,4.26,4.23,2.71,48.833658
29781,0.3,Premium,I,VVS1,62.5,60.0,709,4.27,4.24,2.66,48.158767999999995
29782,0.3,Ideal,D,SI1,61.0,56.0,709,4.37,4.35,2.66,50.56527
29783,0.3,Ideal,D,SI1,61.4,56.0,709,4.35,4.32,2.66,49.98672
29784,0.3,Ideal,D,SI1,61.0,54.0,709,4.35,4.34,2.65,50.029349999999994
29785,0.3,Premium,D,SI1,59.7,59.0,709,4.37,4.34,2.6,49.311080000000004
29786,0.3,Ideal,D,SI1,62.1,54.0,709,4.35,4.31,2.69,50.43346499999999
29787,0.3,Ideal,D,SI1,61.9,54.0,709,4.34,4.32,2.68,50.246784
29788,0.3,Ideal,D,SI1,61.4,55.0,709,4.34,4.29,2.65,49.33929
29789,0.3,Premium,D,SI1,60.6,60.0,709,4.32,4.3,2.61,48.48336
29790,0.3,Ideal,D,SI1,61.0,56.0,709,4.33,4.3,2.63,48.967969999999994
29791,0.3,Ideal,D,SI1,62.1,56.0,709,4.33,4.3,2.68,49.898920000000004
29792,0.3,Ideal,D,SI1,61.6,56.0,709,4.34,4.3,2.66,49.64092
29793,0.3,Premium,D,SI1,61.0,60.0,709,4.35,4.3,2.64,49.3812
29794,0.3,Ideal,D,SI1,61.7,56.0,709,4.35,4.31,2.67,50.058494999999986
29795,0.3,Premium,D,SI1,62.3,58.0,709,4.32,4.28,2.68,49.55212800000001
29796,0.3,Premium,D,SI1,61.6,58.0,709,4.32,4.29,2.65,49.111920000000005
29797,0.3,Ideal,D,SI1,62.5,57.0,709,4.32,4.29,2.69,49.853232000000006
29798,0.3,Ideal,D,SI1,61.0,57.0,709,4.33,4.29,2.63,48.854091000000004
29799,0.3,Ideal,D,SI1,62.2,55.0,709,4.33,4.29,2.68,49.78287600000001
29800,0.3,Very Good,D,SI1,63.3,55.0,709,4.31,4.28,2.72,50.175296
29801,0.3,Ideal,D,SI1,61.6,57.0,709,4.32,4.28,2.65,48.997440000000005
29802,0.3,Premium,D,SI1,62.2,58.0,709,4.31,4.28,2.67,49.252956
29803,0.3,Premium,D,SI1,62.2,58.0,709,4.31,4.28,2.67,49.252956
29804,0.3,Very Good,D,SI1,63.1,55.0,709,4.31,4.28,2.71,49.990828
29805,0.3,Premium,D,SI1,61.7,59.0,709,4.31,4.28,2.65,48.88402
29806,0.3,Ideal,D,SI1,61.9,56.0,709,4.31,4.28,2.66,49.068488
29807,0.3,Premium,D,SI1,62.0,60.0,709,4.29,4.26,2.65,48.42980999999999
29808,0.3,Very Good,D,SI1,63.4,56.0,709,4.29,4.26,2.71,49.52633399999999
29809,0.3,Good,D,SI1,63.8,57.0,709,4.29,4.27,2.73,50.00895899999999
29810,0.3,Premium,D,SI1,61.0,61.0,709,4.29,4.27,2.61,47.81076299999999
29811,0.3,Premium,D,SI1,62.1,58.0,709,4.28,4.25,2.65,48.2035
29812,0.3,Ideal,D,SI1,62.2,56.0,709,4.3,4.25,2.66,48.6115
29813,0.3,Ideal,D,SI1,62.5,57.0,709,4.28,4.26,2.67,48.681576
29814,0.3,Premium,D,SI1,62.5,59.0,709,4.28,4.26,2.67,48.681576
29815,0.3,Premium,D,SI1,62.4,60.0,709,4.26,4.23,2.65,47.752469999999995
29816,0.3,Premium,D,SI1,62.7,60.0,709,4.26,4.23,2.66,47.932668
29817,0.3,Very Good,D,SI1,63.2,56.0,709,4.27,4.24,2.69,48.70191199999999
29818,0.3,Premium,D,SI1,62.2,61.0,709,4.28,4.24,2.65,48.09008
29819,0.3,Very Good,D,SI1,63.3,59.0,709,4.25,4.22,2.68,48.0658
29820,0.3,Premium,D,SI1,62.3,59.0,709,4.25,4.22,2.64,47.3484
29821,0.3,Premium,D,SI1,61.7,60.0,709,4.28,4.25,2.63,47.8397
29822,0.3,Premium,F,VS1,61.0,60.0,709,4.3,4.22,2.6,47.17959999999999
29823,0.35,Good,H,VS2,63.7,57.0,709,4.53,4.48,2.87,58.24492800000001
29824,0.3,Premium,D,SI1,61.3,60.0,709,4.32,4.26,2.63,48.400416
29825,0.31,Very Good,E,VVS2,61.5,55.0,710,4.37,4.41,2.7,52.03359000000001
29826,0.31,Very Good,G,VVS1,63.0,56.0,710,4.26,4.28,2.69,49.046232
29827,0.3,Very Good,G,VVS1,63.2,55.0,710,4.28,4.3,2.71,49.87484
29828,0.38,Very Good,H,VS2,61.6,56.0,710,4.68,4.71,2.89,63.703692000000004
29829,0.42,Very Good,F,SI2,61.5,59.0,710,4.81,4.85,2.97,69.28564499999999
29830,0.43,Ideal,J,VVS2,61.8,55.0,710,4.89,4.91,3.03,72.749997
29831,0.31,Ideal,E,VVS2,60.4,61.0,710,4.37,4.44,2.66,51.61144800000001
29832,0.31,Ideal,E,VVS2,61.8,58.0,710,4.3,4.34,2.67,49.82754
29833,0.31,Ideal,G,VVS1,61.3,60.0,710,4.33,4.38,2.67,50.637617999999996
29834,0.38,Ideal,G,SI1,61.6,54.0,710,4.68,4.71,2.89,63.703692000000004
29835,0.38,Ideal,F,SI1,61.3,55.0,710,4.63,4.76,2.88,63.471743999999994
29836,0.24,Premium,E,VVS1,60.7,58.0,710,4.03,4.01,2.44,39.431132
29837,0.24,Premium,D,VVS1,61.5,60.0,710,4.0,3.97,2.45,38.906000000000006
29838,0.3,Premium,D,VS2,62.2,60.0,710,4.28,4.3,2.67,49.13868
29839,0.3,Ideal,D,VS2,62.5,55.0,710,4.3,4.31,2.69,49.85376999999999
29840,0.3,Ideal,D,VS2,62.5,54.0,710,4.29,4.32,2.69,49.853232000000006
29841,0.3,Ideal,D,VS2,62.3,54.0,710,4.3,4.33,2.69,50.08511
29842,0.3,Very Good,D,VS2,62.5,59.0,710,4.23,4.28,2.66,48.15770400000001
29843,0.3,Very Good,D,VS2,62.9,58.0,710,4.23,4.26,2.67,48.112866
29844,0.3,Ideal,D,VS2,62.3,56.0,710,4.29,4.32,2.68,49.66790400000001
29845,0.3,Premium,D,VS2,60.4,59.0,710,4.33,4.35,2.62,49.34901
29846,0.3,Premium,D,VS2,60.5,58.0,710,4.35,4.38,2.64,50.29991999999999
29847,0.3,Ideal,D,VS2,60.8,57.0,710,4.31,4.34,2.63,49.19520199999999
29848,0.3,Premium,D,VS2,61.9,58.0,710,4.28,4.32,2.66,49.182336000000014
29849,0.3,Premium,D,VS2,61.7,58.0,710,4.3,4.32,2.66,49.41216000000001
29850,0.3,Ideal,D,VS2,61.4,54.0,710,4.33,4.34,2.66,49.987252000000005
29851,0.3,Premium,D,VS2,60.7,60.0,710,4.33,4.37,2.64,49.954344000000006
29852,0.3,Ideal,D,VS2,61.6,57.0,710,4.3,4.33,2.66,49.526540000000004
29853,0.3,Very Good,D,VS2,62.9,59.0,710,4.22,4.27,2.67,48.11179799999999
29854,0.3,Very Good,D,VS2,62.9,56.0,710,4.24,4.28,2.68,48.634496000000006
29855,0.3,Premium,D,VS2,60.6,59.0,710,4.28,4.36,2.62,48.891296000000004
29856,0.3,Ideal,D,VS2,62.3,54.0,710,4.29,4.34,2.69,50.084034
29857,0.3,Ideal,E,VS1,60.8,57.0,710,4.33,4.36,2.64,49.84003200000001
29858,0.3,Very Good,D,VS2,62.6,61.0,710,4.22,4.25,2.65,47.52775
29859,0.3,Ideal,D,VS2,61.3,57.0,710,4.32,4.36,2.66,50.101632000000016
29860,0.3,Premium,D,VS2,60.9,58.0,710,4.32,4.35,2.64,49.610879999999995
29861,0.3,Ideal,D,VS2,61.5,55.0,710,4.3,4.35,2.66,49.7553
29862,0.3,Ideal,D,VS2,60.8,57.0,710,4.33,4.38,2.65,50.258309999999994
29863,0.3,Ideal,D,VS2,62.2,55.0,710,4.29,4.33,2.68,49.78287600000001
29864,0.3,Very Good,D,VS2,62.0,59.0,710,4.22,4.27,2.63,47.39102199999999
29865,0.3,Very Good,D,VS2,62.4,56.0,710,4.27,4.32,2.68,49.43635200000001
29866,0.3,Premium,D,VS2,61.0,58.0,710,4.32,4.34,2.64,49.496832
29867,0.3,Ideal,D,VS2,61.7,55.0,710,4.33,4.36,2.68,50.59518400000001
29868,0.3,Very Good,D,VS2,62.9,61.0,710,4.27,4.29,2.69,49.27622699999999
29869,0.3,Ideal,D,VS2,61.8,55.0,710,4.32,4.36,2.68,50.47833600000001
29870,0.3,Premium,D,VS2,61.0,60.0,710,4.29,4.33,2.63,48.854091000000004
29871,0.3,Very Good,D,VS2,62.5,58.0,710,4.26,4.29,2.67,48.795317999999995
29872,0.3,Premium,E,VS1,61.8,58.0,710,4.31,4.33,2.67,49.828340999999995
29873,0.3,Ideal,D,VS2,60.9,57.0,710,4.32,4.35,2.64,49.610879999999995
29874,0.3,Ideal,D,VS2,61.0,55.0,710,4.33,4.36,2.65,50.02882
29875,0.3,Ideal,D,VS2,61.4,55.0,710,4.32,4.34,2.66,49.871808
29876,0.3,Premium,D,VS2,61.1,59.0,710,4.26,4.31,2.62,48.104772
29877,0.3,Ideal,D,VS2,62.3,56.0,710,4.27,4.3,2.67,49.02386999999999
29878,0.3,Very Good,D,VS2,62.8,57.0,710,4.25,4.29,2.68,48.86310000000001
29879,0.3,Ideal,D,VS2,62.6,56.0,710,4.28,4.31,2.69,49.621891999999995
29880,0.3,Very Good,D,VS2,62.8,57.0,710,4.29,4.31,2.7,49.92273
29881,0.3,Very Good,D,VS2,62.8,59.0,710,4.26,4.28,2.68,48.863904000000005
29882,0.3,Very Good,D,VS2,60.3,60.0,710,4.28,4.31,2.59,47.777212
29883,0.3,Ideal,D,VS2,61.9,57.0,710,4.29,4.33,2.67,49.597119
29884,0.3,Ideal,D,VS2,62.2,54.0,710,4.28,4.31,2.67,49.252956
29885,0.3,Ideal,E,VS1,61.5,56.0,710,4.31,4.37,2.67,50.28864899999999
29886,0.3,Ideal,E,VS1,61.7,57.0,710,4.28,4.31,2.65,48.88402
29887,0.3,Ideal,D,VS2,61.1,56.0,710,4.32,4.36,2.65,49.91328000000001
29888,0.3,Very Good,E,VS1,61.9,60.0,710,4.26,4.3,2.65,48.54269999999999
29889,0.3,Ideal,D,VS2,62.0,56.0,710,4.33,4.35,2.69,50.667494999999995
29890,0.3,Very Good,D,VS2,62.0,58.0,710,4.29,4.32,2.67,49.482576
29891,0.3,Ideal,E,VS1,60.7,57.0,710,4.31,4.36,2.63,49.421907999999995
29892,0.3,Ideal,D,VS2,61.8,55.0,710,4.3,4.34,2.67,49.82754
29893,0.3,Premium,D,VS2,62.3,58.0,710,4.29,4.32,2.68,49.66790400000001
29894,0.3,Ideal,D,VS2,62.0,55.0,710,4.31,4.34,2.68,50.130472
29895,0.3,Premium,D,VS2,60.4,59.0,710,4.32,4.35,2.62,49.23504
29896,0.3,Premium,D,VS2,61.7,59.0,710,4.25,4.28,2.63,47.8397
29897,0.3,Premium,E,VS1,61.3,59.0,710,4.28,4.33,2.64,48.92553600000001
29898,0.3,Premium,D,VS2,60.6,58.0,710,4.32,4.36,2.63,49.53657600000001
29899,0.3,Ideal,D,VS2,62.5,57.0,710,4.25,4.29,2.67,48.680775000000004
29900,0.3,Very Good,D,VS2,62.2,58.0,710,4.25,4.3,2.66,48.6115
29901,0.31,Very Good,F,VVS2,61.6,56.0,711,4.34,4.38,2.68,50.944656
29902,0.4,Very Good,G,SI1,61.0,56.0,711,4.77,4.8,2.92,66.85632
29903,0.44,Very Good,F,SI2,61.9,59.0,711,4.85,4.9,3.02,71.7703
29904,0.39,Ideal,F,SI1,61.8,55.0,711,4.66,4.71,2.9,63.65094
29905,0.41,Ideal,F,SI1,61.8,56.0,711,4.75,4.79,2.95,67.11987500000001
29906,0.41,Ideal,F,SI1,62.6,54.0,711,4.74,4.78,2.98,67.51845600000001
29907,0.41,Ideal,F,SI1,61.8,55.0,711,4.75,4.8,2.95,67.26
29908,0.41,Ideal,E,SI1,61.5,55.0,711,4.78,4.81,2.95,67.82581
29909,0.35,Good,E,VS2,57.8,60.0,711,4.64,4.67,2.69,58.28907199999999
29910,0.39,Very Good,I,VS2,59.6,57.0,712,4.77,4.82,2.86,65.755404
29911,0.29,Very Good,G,VS2,61.5,58.0,712,4.25,4.27,2.62,47.54644999999999
29912,0.34,Ideal,F,VVS2,61.8,56.0,712,4.47,4.49,2.77,55.594730999999996
29913,0.42,Very Good,I,SI1,61.0,55.8,712,4.83,4.86,2.96,69.482448
29914,0.3,Premium,D,VS1,61.9,58.0,712,4.28,4.32,2.66,49.182336000000014
29915,0.34,Very Good,G,VVS2,60.4,57.0,713,4.53,4.56,2.74,56.59963200000001
29916,0.33,Ideal,G,VVS2,62.3,56.0,713,4.43,4.47,2.77,54.851817
29917,0.33,Ideal,G,VVS2,61.9,55.0,713,4.41,4.44,2.74,53.650296000000004
29918,0.33,Ideal,G,VVS2,61.5,55.0,713,4.47,4.51,2.76,55.64077199999999
29919,0.33,Ideal,H,VVS1,61.8,55.0,713,4.42,4.44,2.74,53.771952000000006
29920,0.32,Ideal,D,VS2,61.3,57.0,713,4.44,4.46,2.73,54.06055200000001
29921,0.32,Ideal,D,VS2,61.1,56.0,713,4.42,4.45,2.71,53.30299
29922,0.32,Ideal,E,VS1,61.4,55.0,713,4.42,4.44,2.72,53.379456000000005
29923,0.32,Ideal,E,VS1,61.1,56.0,713,4.42,4.45,2.71,53.30299
29924,0.31,Ideal,D,VS1,61.1,56.0,713,4.33,4.37,2.66,50.332786000000006
29925,0.31,Ideal,D,VS1,61.6,55.0,713,4.3,4.33,2.66,49.526540000000004
29926,0.31,Ideal,D,VS1,60.6,57.0,713,4.36,4.39,2.65,50.72206
29927,0.36,Ideal,D,SI1,61.9,55.7,713,4.57,4.59,2.84,59.572692
29928,0.38,Good,F,VS2,63.4,62.0,713,4.52,4.56,2.88,59.360255999999985
29929,0.43,Premium,E,I1,58.4,62.0,713,5.0,4.94,2.9,71.63000000000001
29930,0.5,Fair,F,I1,63.8,58.0,713,5.08,4.97,3.21,81.04479599999999
29931,0.37,Very Good,I,VVS2,60.9,58.0,714,4.64,4.68,2.84,61.67116799999999
29932,0.38,Ideal,H,VS1,62.1,55.4,714,4.63,4.68,2.89,62.621676
29933,0.32,Ideal,D,SI1,61.2,56.0,714,4.45,4.47,2.73,54.303795
29934,0.34,Premium,G,VS2,59.6,62.0,714,4.56,4.54,2.71,56.103503999999994
29935,0.34,Good,G,VS2,57.5,61.0,714,4.66,4.6,2.66,57.019760000000005
29936,0.34,Ideal,E,SI1,62.2,54.0,714,4.5,4.47,2.79,56.12085
29937,0.34,Very Good,E,SI1,63.4,55.0,714,4.46,4.44,2.82,55.84276800000001
29938,0.34,Very Good,E,SI1,63.3,57.0,714,4.47,4.44,2.82,55.967976
29939,0.34,Very Good,E,SI1,63.5,55.0,714,4.47,4.44,2.83,56.166444000000006
29940,0.29,Ideal,F,VVS2,61.1,58.0,715,4.26,4.28,2.61,47.587608
29941,0.31,Ideal,G,SI1,61.3,58.0,443,4.37,4.4,2.69,51.72332
29942,0.29,Very Good,H,VS1,62.2,56.0,444,4.24,4.27,2.64,47.796671999999994
29943,0.29,Ideal,I,VS1,61.7,56.0,444,4.22,4.27,2.62,47.21082799999999
29944,0.32,Premium,E,I1,60.9,58.0,444,4.42,4.38,2.68,51.883728000000005
29945,0.27,Very Good,H,VVS2,61.2,58.0,445,4.16,4.2,2.56,44.728320000000004
29946,0.26,Very Good,I,SI1,59.2,60.0,445,4.2,4.24,2.5,44.52000000000001
29947,0.25,Ideal,H,VS1,61.5,56.0,445,4.05,4.08,2.5,41.31
29948,0.25,Ideal,H,VS1,62.6,53.0,445,4.04,4.08,2.54,41.867328
29949,0.33,Very Good,I,SI1,61.4,58.0,445,4.46,4.5,2.75,55.1925
29950,0.33,Ideal,I,SI1,61.5,57.0,445,4.46,4.49,2.75,55.06985
29951,0.33,Premium,I,SI1,61.3,59.0,445,4.46,4.51,2.75,55.315149999999996
29952,0.33,Ideal,I,SI1,62.7,56.0,445,4.4,4.44,2.77,54.11472000000001
29953,0.33,Very Good,I,SI1,62.8,58.0,445,4.39,4.43,2.77,53.87012899999999
29954,0.33,Good,I,SI1,63.6,57.0,445,4.39,4.42,2.8,54.33063999999999
29955,0.33,Good,I,SI1,63.2,58.0,445,4.36,4.38,2.76,52.707168
29956,0.32,Ideal,G,SI1,62.6,55.0,445,4.38,4.41,2.75,53.118449999999996
29957,0.23,Premium,F,VVS2,61.3,59.0,445,3.94,3.99,2.43,38.201058
29958,0.34,Good,E,SI2,63.1,56.0,445,4.46,4.51,2.83,56.924318
29959,0.35,Ideal,J,VS2,61.8,55.0,446,4.54,4.56,2.81,58.17374399999999
29960,0.35,Ideal,J,VS2,61.4,55.0,446,4.55,4.57,2.8,58.2218
29961,0.31,Ideal,G,SI1,61.7,54.0,446,4.38,4.4,2.71,52.227120000000006
29962,0.31,Ideal,G,SI1,61.2,55.0,446,4.37,4.39,2.68,51.413924
29963,0.36,Premium,F,SI2,60.3,59.0,446,4.62,4.57,2.77,58.48411800000001
29964,0.31,Very Good,H,SI1,62.4,60.0,446,4.32,4.34,2.7,50.62176
29965,0.31,Very Good,H,SI1,61.1,55.0,446,4.35,4.39,2.67,50.98765499999999
29966,0.31,Very Good,H,SI1,61.4,55.0,446,4.36,4.44,2.7,52.26768000000001
29967,0.31,Good,H,SI1,63.6,57.0,446,4.32,4.33,2.75,51.440400000000004
29968,0.31,Ideal,H,SI1,62.7,56.0,446,4.33,4.38,2.73,51.775541999999994
29969,0.31,Very Good,H,SI1,62.3,55.0,446,4.34,4.36,2.71,51.279703999999995
29970,0.31,Very Good,H,SI1,61.1,57.0,446,4.32,4.35,2.65,49.79879999999999
29971,0.29,Ideal,F,VVS1,61.1,57.0,715,4.26,4.29,2.61,47.69879399999999
29972,0.32,Ideal,D,SI1,62.1,54.0,715,4.4,4.45,2.75,53.845000000000006
29973,0.32,Ideal,D,SI1,61.5,56.0,715,4.41,4.44,2.72,53.25868800000001
29974,0.32,Ideal,D,SI1,60.9,55.0,715,4.45,4.48,2.72,54.225920000000016
29975,0.32,Ideal,D,SI1,61.5,54.0,715,4.42,4.46,2.73,53.817036
29976,0.35,Ideal,I,IF,61.8,55.0,715,4.55,4.57,2.82,58.63767
29977,0.35,Ideal,I,IF,61.1,56.0,715,4.56,4.6,2.8,58.73279999999998
29978,0.35,Ideal,I,IF,61.5,55.0,715,4.53,4.57,2.8,57.96588
29979,0.38,Very Good,G,VS2,59.7,62.0,715,4.66,4.68,2.79,60.846551999999996
29980,0.39,Very Good,F,VS2,62.1,59.0,716,4.69,4.71,2.92,64.50250799999999
29981,0.39,Ideal,G,SI2,60.9,56.0,716,4.78,4.74,2.9,65.70588000000001
29982,0.31,Ideal,F,VVS2,61.2,56.0,716,4.4,4.43,2.7,52.628400000000006
29983,0.43,Ideal,I,VS2,62.0,55.0,716,4.84,4.87,3.01,70.94810799999999
29984,0.43,Ideal,I,VS2,61.9,54.0,716,4.87,4.88,3.02,71.77211199999999
29985,0.43,Ideal,I,VS2,61.8,55.0,716,4.85,4.89,3.01,71.38666499999998
29986,0.32,Ideal,E,VS2,61.5,56.0,716,4.43,4.45,2.73,53.817855
29987,0.32,Ideal,F,VS1,61.9,57.0,716,4.38,4.41,2.72,52.538976000000005
29988,0.32,Ideal,F,VS1,61.9,56.0,716,4.39,4.43,2.73,53.092220999999995
29989,0.32,Ideal,F,VS1,61.0,54.0,716,4.42,4.44,2.7,52.98696
29990,0.32,Ideal,F,VS1,61.6,57.0,716,4.39,4.42,2.71,52.58429799999999
29991,0.32,Ideal,F,VS1,61.7,56.0,716,4.39,4.42,2.72,52.778335999999996
29992,0.32,Ideal,F,VS1,61.0,56.0,716,4.45,4.48,2.72,54.225920000000016
29993,0.43,Ideal,D,SI2,62.6,56.0,716,4.84,4.88,3.04,71.802368
29994,0.43,Premium,E,SI2,61.2,59.0,716,4.82,4.89,2.97,70.002306
29995,0.43,Ideal,H,SI1,62.5,57.0,716,4.79,4.84,3.01,69.782636
29996,0.43,Premium,E,SI2,60.8,58.0,716,4.86,4.88,2.96,70.201728
29997,0.43,Premium,D,SI2,62.6,58.0,716,4.79,4.82,3.01,69.494278
29998,0.43,Ideal,E,SI2,62.1,56.0,716,4.84,4.85,3.01,70.65673999999999
29999,0.43,Ideal,D,SI2,61.0,57.0,716,4.81,4.86,2.95,68.96097
30000,0.43,Very Good,H,SI1,60.2,57.0,716,4.91,4.93,2.96,71.65064799999999
30001,0.43,Ideal,E,SI2,61.9,57.0,716,4.83,4.86,3.0,70.4214
30002,0.43,Ideal,H,SI1,62.4,56.0,716,4.81,4.83,3.01,69.929223
30003,0.43,Premium,H,SI1,59.0,58.0,716,4.93,4.96,2.92,71.402176
30004,0.43,Ideal,H,SI1,62.3,56.0,716,4.83,4.86,3.02,70.890876
30005,0.43,Ideal,H,SI1,61.6,55.0,716,4.87,4.9,3.01,71.82763
30006,0.43,Premium,D,SI2,60.7,58.0,716,4.85,4.91,2.96,70.48795999999999
